Avg Speed (km/h),Distance (km),Road Type,Battery (kWh),Top Speed (km/h),Range_per_Charge,Bus Type,Charger Type,Passenger Capacity
35,146,Rural,427,86,352,Articulated Bus,Pantograph,88
31,170,Urban,308,91,222,Mini Bus,Depot,34
30,156,Rural,378,83,302,Standard City Bus,Pantograph,50
43,277,Highway,448,99,328,Articulated Bus,Fast DC,83
34,173,Rural,420,86,343,Articulated Bus,Pantograph,84
31,238,Urban,429,90,313,Articulated Bus,Fast DC,85
27,139,Rural,413,80,337,Articulated Bus,Fast DC,84
25,165,Rural,441,84,323,Double Decker Bus,Pantograph,85
40,243,Highway,372,93,261,Standard City Bus,Pantograph,60
35,171,Urban,394,86,334,Standard City Bus,Fast DC,60
47,229,Highway,468,92,369,Double Decker Bus,Fast DC,76
55,293,Highway,375,101,306,Standard City Bus,Fast DC,53
28,198,Rural,399,86,329,Standard City Bus,Fast DC,54
43,222,Highway,303,100,213,Mini Bus,Fast DC,29
39,228,Urban,385,85,316,Standard City Bus,Pantograph,51
46,298,Highway,448,102,344,Double Decker Bus,Fast DC,78
41,266,Highway,305,89,231,Mini Bus,Fast DC,26
28,183,Rural,453,75,382,Articulated Bus,Pantograph,84
45,260,Highway,332,91,233,Mini Bus,Fast DC,31
50,255,Highway,420,102,328,Double Decker Bus,Depot,72
32,187,Rural,320,81,227,Mini Bus,Pantograph,29
50,248,Highway,414,102,308,Articulated Bus,Fast DC,86
33,173,Rural,291,84,225,Mini Bus,Pantograph,34
31,149,Rural,403,86,330,Standard City Bus,Pantograph,55
30,235,Urban,365,83,300,Standard City Bus,Fast DC,62
41,295,Highway,326,95,272,Mini Bus,Pantograph,34
33,220,Urban,293,80,221,Mini Bus,Fast DC,28
31,195,Rural,420,90,319,Standard City Bus,Pantograph,54
48,298,Highway,443,108,364,Articulated Bus,Depot,80
48,278,Highway,420,97,298,Standard City Bus,Depot,65
31,194,Urban,439,78,324,Double Decker Bus,Depot,70
52,284,Highway,321,102,256,Mini Bus,Depot,32
28,152,Rural,360,88,297,Standard City Bus,Pantograph,63
27,132,Rural,296,80,215,Mini Bus,Fast DC,29
45,232,Highway,368,93,293,Standard City Bus,Pantograph,51
44,296,Highway,373,91,297,Standard City Bus,Depot,60
52,263,Highway,322,100,271,Mini Bus,Pantograph,33
52,284,Highway,450,111,358,Double Decker Bus,Fast DC,77
51,276,Highway,477,96,393,Double Decker Bus,Fast DC,78
37,202,Urban,336,90,256,Mini Bus,Depot,28
30,218,Urban,428,82,302,Double Decker Bus,Pantograph,77
33,202,Urban,314,87,242,Mini Bus,Pantograph,35
35,132,Rural,395,83,304,Articulated Bus,Pantograph,89
35,222,Urban,430,93,364,Articulated Bus,Depot,95
32,180,Rural,455,81,358,Double Decker Bus,Depot,72
37,199,Urban,392,95,321,Articulated Bus,Pantograph,85
27,144,Rural,309,75,225,Mini Bus,Fast DC,26
37,187,Urban,403,88,291,Articulated Bus,Pantograph,91
34,178,Urban,431,87,312,Articulated Bus,Fast DC,89
50,290,Highway,408,109,332,Articulated Bus,Fast DC,91
47,241,Highway,407,93,293,Articulated Bus,Pantograph,87
32,178,Urban,320,90,242,Mini Bus,Fast DC,34
30,198,Rural,322,89,253,Mini Bus,Pantograph,25
51,231,Highway,410,104,320,Standard City Bus,Fast DC,57
36,225,Urban,445,90,363,Double Decker Bus,Depot,81
49,275,Highway,423,109,346,Double Decker Bus,Pantograph,80
28,150,Rural,399,79,288,Standard City Bus,Depot,53
38,195,Urban,292,93,233,Mini Bus,Pantograph,30
37,208,Urban,428,97,317,Double Decker Bus,Depot,74
29,131,Rural,444,74,336,Articulated Bus,Pantograph,94
38,171,Urban,447,90,343,Double Decker Bus,Pantograph,74
35,208,Urban,457,92,386,Double Decker Bus,Pantograph,76
26,192,Rural,393,82,285,Articulated Bus,Pantograph,80
36,233,Urban,316,95,223,Mini Bus,Pantograph,34
35,182,Urban,299,89,222,Mini Bus,Pantograph,29
53,231,Highway,296,108,227,Mini Bus,Depot,33
46,286,Highway,476,101,352,Double Decker Bus,Depot,79
30,176,Rural,374,80,291,Standard City Bus,Fast DC,60
27,138,Rural,362,76,255,Standard City Bus,Depot,53
54,290,Highway,333,102,275,Mini Bus,Depot,28
31,220,Urban,340,78,247,Mini Bus,Pantograph,34
38,195,Urban,401,97,287,Articulated Bus,Fast DC,90
52,230,Highway,447,108,351,Articulated Bus,Fast DC,84
39,227,Urban,461,97,382,Double Decker Bus,Depot,74
30,199,Urban,303,83,254,Mini Bus,Pantograph,29
34,143,Rural,430,94,319,Double Decker Bus,Depot,81
31,197,Rural,364,83,257,Standard City Bus,Pantograph,55
34,194,Urban,372,86,274,Standard City Bus,Depot,53
30,133,Rural,323,86,273,Mini Bus,Depot,33
54,264,Highway,381,111,305,Standard City Bus,Depot,64
51,220,Highway,378,100,308,Standard City Bus,Pantograph,50
48,284,Highway,466,106,359,Double Decker Bus,Depot,72
36,191,Urban,468,88,392,Double Decker Bus,Depot,79
36,226,Urban,296,85,223,Mini Bus,Pantograph,26
28,141,Rural,308,75,220,Mini Bus,Depot,32
32,134,Rural,425,78,360,Articulated Bus,Pantograph,86
33,143,Rural,475,82,345,Double Decker Bus,Depot,73
44,296,Highway,389,103,298,Standard City Bus,Depot,62
51,298,Highway,387,111,321,Standard City Bus,Pantograph,53
46,275,Highway,458,96,367,Articulated Bus,Depot,94
40,295,Highway,432,88,305,Articulated Bus,Fast DC,82
54,255,Highway,306,103,254,Mini Bus,Depot,30
51,282,Highway,459,100,356,Double Decker Bus,Depot,78
46,274,Highway,386,91,325,Standard City Bus,Pantograph,58
33,180,Urban,409,79,302,Articulated Bus,Pantograph,93
34,195,Urban,422,85,323,Double Decker Bus,Depot,74
51,262,Highway,304,111,251,Mini Bus,Pantograph,30
41,295,Highway,413,101,334,Standard City Bus,Depot,52
25,137,Rural,413,71,328,Standard City Bus,Depot,62
35,140,Rural,316,92,226,Mini Bus,Pantograph,28
34,171,Urban,459,82,353,Articulated Bus,Fast DC,90
33,170,Rural,404,85,342,Standard City Bus,Pantograph,58
31,176,Urban,409,82,306,Standard City Bus,Pantograph,58
45,286,Highway,393,95,306,Articulated Bus,Fast DC,93
47,295,Highway,439,95,357,Double Decker Bus,Fast DC,74
32,164,Rural,435,84,337,Double Decker Bus,Depot,82
42,226,Highway,323,96,268,Mini Bus,Fast DC,35
32,189,Rural,313,91,234,Mini Bus,Depot,35
43,268,Highway,320,94,270,Mini Bus,Fast DC,28
35,140,Rural,402,82,293,Articulated Bus,Depot,92
51,278,Highway,442,101,345,Articulated Bus,Fast DC,85
39,223,Urban,326,90,253,Mini Bus,Fast DC,32
39,194,Urban,326,95,276,Mini Bus,Fast DC,33
49,246,Highway,327,98,258,Mini Bus,Fast DC,30
46,257,Highway,410,98,321,Standard City Bus,Pantograph,55
48,255,Highway,395,108,330,Articulated Bus,Pantograph,94
55,299,Highway,365,115,287,Standard City Bus,Fast DC,62
40,237,Urban,381,96,279,Standard City Bus,Pantograph,56
31,182,Urban,384,77,285,Standard City Bus,Pantograph,51
32,196,Urban,424,91,333,Double Decker Bus,Pantograph,75
39,240,Urban,373,89,286,Standard City Bus,Depot,54
38,172,Urban,463,88,349,Double Decker Bus,Depot,80
33,186,Rural,407,84,317,Standard City Bus,Fast DC,51
42,293,Highway,389,90,307,Standard City Bus,Fast DC,51
52,270,Highway,326,97,246,Mini Bus,Depot,35
43,282,Highway,386,96,327,Standard City Bus,Fast DC,50
27,157,Rural,326,81,248,Mini Bus,Pantograph,25
35,177,Urban,410,95,314,Standard City Bus,Pantograph,52
52,268,Highway,432,105,351,Articulated Bus,Pantograph,87
34,175,Urban,323,83,253,Mini Bus,Fast DC,34
30,189,Rural,409,78,338,Articulated Bus,Pantograph,88
32,181,Urban,340,78,261,Mini Bus,Depot,33
30,202,Urban,284,83,223,Mini Bus,Fast DC,32
34,150,Rural,415,84,325,Standard City Bus,Pantograph,59
49,259,Highway,413,104,328,Articulated Bus,Pantograph,93
49,286,Highway,413,103,294,Standard City Bus,Fast DC,62
29,197,Rural,422,85,352,Double Decker Bus,Fast DC,84
36,213,Urban,324,96,265,Mini Bus,Depot,35
49,250,Highway,297,99,233,Mini Bus,Depot,26
47,295,Highway,318,101,230,Mini Bus,Depot,25
48,296,Highway,391,101,314,Standard City Bus,Pantograph,64
26,163,Rural,475,80,371,Double Decker Bus,Fast DC,74
30,190,Urban,301,82,217,Mini Bus,Depot,35
55,231,Highway,370,111,288,Standard City Bus,Pantograph,53
33,136,Rural,420,93,316,Articulated Bus,Pantograph,90
54,280,Highway,452,113,342,Double Decker Bus,Pantograph,71
40,173,Urban,421,93,300,Double Decker Bus,Depot,80
33,198,Rural,285,82,225,Mini Bus,Depot,34
35,230,Urban,297,83,210,Mini Bus,Fast DC,25
26,190,Rural,414,73,317,Standard City Bus,Fast DC,56
33,187,Urban,444,88,339,Double Decker Bus,Depot,77
46,243,Highway,447,100,360,Double Decker Bus,Pantograph,84
35,205,Urban,453,89,361,Double Decker Bus,Depot,81
37,194,Urban,406,97,288,Standard City Bus,Fast DC,56
32,141,Rural,427,89,337,Double Decker Bus,Pantograph,83
28,139,Rural,437,78,349,Articulated Bus,Pantograph,81
51,266,Highway,318,110,239,Mini Bus,Pantograph,32
39,234,Urban,381,95,283,Standard City Bus,Pantograph,59
53,230,Highway,302,99,226,Mini Bus,Pantograph,32
52,237,Highway,288,112,217,Mini Bus,Fast DC,30
32,162,Rural,289,86,204,Mini Bus,Depot,27
26,131,Rural,436,76,321,Double Decker Bus,Fast DC,71
26,140,Rural,424,83,321,Double Decker Bus,Pantograph,75
53,272,Highway,449,99,366,Double Decker Bus,Fast DC,78
49,224,Highway,293,99,227,Mini Bus,Pantograph,25
46,245,Highway,419,105,339,Standard City Bus,Fast DC,64
27,147,Rural,324,82,228,Mini Bus,Fast DC,33
42,291,Highway,280,98,237,Mini Bus,Depot,33
45,254,Highway,435,100,305,Double Decker Bus,Depot,83
30,177,Rural,397,78,285,Standard City Bus,Fast DC,51
36,184,Urban,443,83,362,Double Decker Bus,Pantograph,72
33,159,Rural,438,84,338,Articulated Bus,Depot,86
53,244,Highway,314,102,233,Mini Bus,Depot,29
50,284,Highway,408,100,343,Standard City Bus,Depot,54
27,139,Rural,384,72,312,Standard City Bus,Fast DC,51
27,139,Rural,476,87,366,Double Decker Bus,Pantograph,77
32,194,Rural,282,78,203,Mini Bus,Pantograph,26
29,143,Rural,410,79,297,Standard City Bus,Pantograph,52
35,197,Urban,388,93,319,Standard City Bus,Pantograph,52
35,214,Urban,439,93,331,Double Decker Bus,Fast DC,81
31,196,Urban,331,85,263,Mini Bus,Pantograph,27
52,232,Highway,459,97,367,Double Decker Bus,Depot,77
33,192,Urban,456,89,352,Articulated Bus,Depot,80
34,166,Rural,390,92,317,Articulated Bus,Pantograph,94
45,234,Highway,444,102,357,Double Decker Bus,Depot,77
33,189,Rural,364,91,277,Standard City Bus,Pantograph,54
46,246,Highway,396,99,308,Standard City Bus,Pantograph,57
32,173,Rural,324,84,242,Mini Bus,Depot,31
45,285,Highway,297,94,230,Mini Bus,Pantograph,30
35,222,Urban,449,84,336,Articulated Bus,Fast DC,93
39,180,Urban,469,99,343,Double Decker Bus,Pantograph,85
46,223,Highway,293,99,225,Mini Bus,Fast DC,26
42,240,Highway,425,101,321,Double Decker Bus,Depot,70
32,173,Urban,415,81,336,Articulated Bus,Fast DC,83
35,191,Rural,407,88,298,Articulated Bus,Pantograph,94
33,146,Rural,376,87,272,Standard City Bus,Pantograph,54
46,271,Highway,317,102,258,Mini Bus,Depot,25
31,186,Urban,447,86,340,Articulated Bus,Fast DC,92
30,173,Urban,448,86,358,Articulated Bus,Depot,83
55,238,Highway,411,101,305,Standard City Bus,Fast DC,52
26,198,Rural,376,84,309,Standard City Bus,Fast DC,61
44,248,Highway,383,97,297,Standard City Bus,Fast DC,58
31,173,Urban,323,78,249,Mini Bus,Depot,25
55,294,Highway,423,113,297,Double Decker Bus,Pantograph,83
44,244,Highway,435,95,305,Double Decker Bus,Fast DC,74
39,200,Urban,302,92,252,Mini Bus,Depot,25
54,262,Highway,381,110,295,Standard City Bus,Depot,50
27,136,Rural,454,75,336,Double Decker Bus,Fast DC,85
29,166,Rural,291,86,242,Mini Bus,Pantograph,32
29,150,Rural,416,82,344,Standard City Bus,Fast DC,63
51,274,Highway,434,104,345,Double Decker Bus,Fast DC,76
27,137,Rural,393,80,320,Articulated Bus,Depot,80
38,227,Urban,300,84,240,Mini Bus,Pantograph,31
35,189,Urban,363,94,279,Standard City Bus,Pantograph,62
40,229,Urban,294,92,230,Mini Bus,Depot,34
35,184,Rural,405,84,284,Standard City Bus,Pantograph,63
44,244,Highway,394,96,289,Articulated Bus,Fast DC,88
47,264,Highway,407,101,290,Articulated Bus,Pantograph,84
33,185,Urban,460,90,378,Articulated Bus,Pantograph,85
26,178,Rural,444,84,347,Double Decker Bus,Pantograph,71
32,189,Urban,331,83,249,Mini Bus,Depot,34
46,271,Highway,408,105,323,Standard City Bus,Depot,64
33,165,Rural,288,89,222,Mini Bus,Pantograph,34
34,194,Rural,454,91,336,Double Decker Bus,Fast DC,79
31,179,Urban,410,80,289,Standard City Bus,Pantograph,64
28,200,Rural,455,87,327,Articulated Bus,Fast DC,87
40,288,Highway,408,90,340,Articulated Bus,Fast DC,85
27,194,Rural,336,73,278,Mini Bus,Pantograph,34
27,183,Rural,336,82,244,Mini Bus,Pantograph,28
31,204,Urban,293,88,247,Mini Bus,Depot,29
46,294,Highway,284,93,227,Mini Bus,Depot,25
53,239,Highway,443,112,312,Articulated Bus,Pantograph,80
51,241,Highway,425,102,303,Double Decker Bus,Pantograph,83
55,279,Highway,318,101,241,Mini Bus,Pantograph,32
37,203,Urban,450,84,364,Articulated Bus,Fast DC,90
27,133,Rural,415,78,313,Standard City Bus,Pantograph,58
34,225,Urban,370,87,297,Standard City Bus,Fast DC,63
33,172,Urban,431,85,336,Articulated Bus,Fast DC,93
51,253,Highway,377,100,317,Standard City Bus,Depot,53
30,132,Rural,386,77,313,Standard City Bus,Pantograph,64
31,219,Urban,395,76,321,Standard City Bus,Depot,63
25,184,Rural,392,73,276,Articulated Bus,Fast DC,85
32,218,Urban,400,80,323,Articulated Bus,Pantograph,92
52,265,Highway,453,107,341,Articulated Bus,Depot,81
36,223,Urban,471,83,370,Double Decker Bus,Pantograph,82
47,266,Highway,443,97,343,Double Decker Bus,Pantograph,74
31,160,Rural,305,89,256,Mini Bus,Pantograph,31
33,158,Rural,437,79,336,Double Decker Bus,Pantograph,77
26,198,Rural,375,80,313,Standard City Bus,Pantograph,55
33,224,Urban,283,81,236,Mini Bus,Pantograph,35
39,175,Urban,448,92,376,Double Decker Bus,Pantograph,77
54,252,Highway,432,114,346,Double Decker Bus,Depot,79
55,241,Highway,372,109,264,Standard City Bus,Depot,53
35,178,Rural,415,92,317,Articulated Bus,Pantograph,81
28,192,Rural,429,73,318,Articulated Bus,Pantograph,87
35,174,Rural,300,90,220,Mini Bus,Fast DC,30
29,133,Rural,416,74,331,Articulated Bus,Fast DC,95
30,185,Rural,377,90,269,Standard City Bus,Fast DC,62
44,281,Highway,411,96,349,Articulated Bus,Depot,90
42,284,Highway,433,102,325,Double Decker Bus,Fast DC,81
52,270,Highway,393,98,285,Articulated Bus,Depot,93
48,232,Highway,439,97,347,Double Decker Bus,Fast DC,72
54,232,Highway,416,107,332,Standard City Bus,Pantograph,62
48,259,Highway,426,97,356,Articulated Bus,Fast DC,80
30,177,Rural,317,84,265,Mini Bus,Fast DC,35
32,186,Urban,324,86,248,Mini Bus,Pantograph,34
43,237,Highway,444,88,333,Double Decker Bus,Depot,78
48,255,Highway,309,101,246,Mini Bus,Fast DC,33
49,280,Highway,396,95,286,Standard City Bus,Depot,50
39,208,Urban,407,89,286,Articulated Bus,Fast DC,84
54,274,Highway,320,111,249,Mini Bus,Fast DC,34
32,207,Urban,417,85,319,Standard City Bus,Depot,54
52,237,Highway,401,105,317,Standard City Bus,Pantograph,62
54,253,Highway,422,105,306,Double Decker Bus,Pantograph,82
43,268,Highway,478,90,350,Double Decker Bus,Fast DC,74
47,227,Highway,426,94,342,Articulated Bus,Depot,92
34,237,Urban,453,82,364,Double Decker Bus,Depot,76
43,237,Highway,464,93,347,Double Decker Bus,Fast DC,80
36,171,Urban,299,83,231,Mini Bus,Pantograph,33
37,212,Urban,302,96,213,Mini Bus,Depot,31
29,139,Rural,303,78,215,Mini Bus,Depot,26
34,166,Rural,420,79,299,Articulated Bus,Fast DC,94
37,185,Urban,329,89,236,Mini Bus,Fast DC,27
38,201,Urban,465,92,354,Double Decker Bus,Pantograph,71
27,198,Rural,372,81,309,Standard City Bus,Pantograph,57
25,175,Rural,474,72,334,Double Decker Bus,Pantograph,81
30,211,Urban,390,86,292,Standard City Bus,Pantograph,63
50,265,Highway,282,104,213,Mini Bus,Pantograph,33
30,183,Urban,412,89,297,Articulated Bus,Fast DC,90
32,231,Urban,442,85,348,Double Decker Bus,Fast DC,70
37,240,Urban,305,82,228,Mini Bus,Pantograph,31
30,236,Urban,335,85,277,Mini Bus,Depot,28
53,266,Highway,284,112,199,Mini Bus,Fast DC,31
34,190,Rural,444,84,369,Double Decker Bus,Depot,82
25,186,Rural,440,74,367,Double Decker Bus,Depot,71
43,275,Highway,468,90,386,Double Decker Bus,Pantograph,74
40,211,Urban,381,88,270,Standard City Bus,Pantograph,50
53,221,Highway,459,100,344,Double Decker Bus,Pantograph,83
43,221,Highway,477,103,337,Double Decker Bus,Pantograph,81
46,230,Highway,441,101,358,Articulated Bus,Pantograph,95
27,130,Rural,478,76,383,Double Decker Bus,Fast DC,84
42,286,Highway,370,94,303,Standard City Bus,Depot,63
34,178,Rural,371,94,266,Standard City Bus,Fast DC,50
29,153,Rural,286,89,240,Mini Bus,Fast DC,27
46,232,Highway,469,94,385,Double Decker Bus,Depot,76
39,189,Urban,338,98,261,Mini Bus,Fast DC,29
50,289,Highway,470,110,349,Double Decker Bus,Depot,78
55,293,Highway,329,100,278,Mini Bus,Fast DC,32
34,183,Urban,320,90,224,Mini Bus,Fast DC,35
37,210,Urban,310,90,220,Mini Bus,Pantograph,33
31,177,Urban,448,79,378,Double Decker Bus,Depot,71
35,237,Urban,418,90,335,Standard City Bus,Depot,63
30,202,Urban,316,90,226,Mini Bus,Depot,26
32,183,Rural,322,82,226,Mini Bus,Pantograph,28
44,241,Highway,440,101,343,Double Decker Bus,Pantograph,73
25,134,Rural,282,76,212,Mini Bus,Fast DC,26
52,237,Highway,294,103,208,Mini Bus,Depot,27
44,298,Highway,478,95,348,Double Decker Bus,Pantograph,72
25,132,Rural,419,76,307,Standard City Bus,Pantograph,50
39,217,Urban,455,96,358,Double Decker Bus,Pantograph,81
38,200,Urban,415,91,339,Articulated Bus,Fast DC,86
42,246,Highway,395,102,287,Articulated Bus,Depot,85
54,291,Highway,423,103,312,Double Decker Bus,Depot,74
52,224,Highway,425,99,342,Double Decker Bus,Depot,70
55,299,Highway,469,111,375,Double Decker Bus,Depot,77
48,299,Highway,464,99,339,Double Decker Bus,Fast DC,81
48,256,Highway,374,98,316,Standard City Bus,Fast DC,61
28,177,Rural,472,85,360,Double Decker Bus,Pantograph,78
45,300,Highway,438,103,360,Articulated Bus,Fast DC,85
35,161,Rural,418,80,314,Articulated Bus,Depot,86
46,289,Highway,280,92,205,Mini Bus,Fast DC,26
47,234,Highway,393,104,321,Articulated Bus,Fast DC,82
32,137,Rural,443,90,372,Double Decker Bus,Depot,71
39,230,Urban,398,93,317,Standard City Bus,Fast DC,58
25,162,Rural,416,80,291,Articulated Bus,Pantograph,84
31,200,Rural,449,88,319,Double Decker Bus,Depot,80
39,177,Urban,364,93,285,Standard City Bus,Fast DC,62
31,195,Rural,392,79,299,Articulated Bus,Depot,91
33,200,Rural,304,85,231,Mini Bus,Fast DC,31
30,154,Rural,363,79,270,Standard City Bus,Depot,51
44,283,Highway,423,91,327,Articulated Bus,Depot,94
35,176,Rural,434,89,366,Articulated Bus,Depot,85
27,179,Rural,455,85,363,Articulated Bus,Depot,92
51,254,Highway,429,109,337,Double Decker Bus,Depot,85
51,265,Highway,419,106,309,Standard City Bus,Pantograph,55
54,234,Highway,386,100,307,Standard City Bus,Depot,55
27,147,Rural,383,85,274,Standard City Bus,Pantograph,59
37,174,Urban,328,87,265,Mini Bus,Pantograph,28
27,176,Rural,477,73,399,Double Decker Bus,Fast DC,85
33,163,Rural,391,78,302,Standard City Bus,Depot,64
47,289,Highway,305,100,238,Mini Bus,Depot,29
32,135,Rural,429,82,349,Double Decker Bus,Pantograph,82
25,154,Rural,382,78,277,Standard City Bus,Pantograph,52
40,190,Urban,417,95,304,Standard City Bus,Depot,59
25,144,Rural,321,84,243,Mini Bus,Fast DC,35
27,164,Rural,398,77,327,Articulated Bus,Depot,84
31,208,Urban,391,83,331,Articulated Bus,Fast DC,89
30,188,Rural,454,89,324,Articulated Bus,Pantograph,93
51,277,Highway,339,101,257,Mini Bus,Depot,34
43,237,Highway,386,97,290,Standard City Bus,Pantograph,65
38,219,Urban,382,87,316,Standard City Bus,Fast DC,57
34,184,Urban,320,90,243,Mini Bus,Depot,35
35,179,Urban,363,91,287,Standard City Bus,Pantograph,51
33,184,Rural,435,83,350,Articulated Bus,Fast DC,83
55,226,Highway,337,114,264,Mini Bus,Pantograph,35
39,197,Urban,405,93,313,Standard City Bus,Depot,59
43,250,Highway,477,89,347,Double Decker Bus,Pantograph,71
40,177,Urban,410,86,295,Standard City Bus,Fast DC,65
25,140,Rural,430,84,344,Double Decker Bus,Pantograph,81
37,173,Urban,329,94,246,Mini Bus,Pantograph,26
33,147,Rural,433,79,359,Articulated Bus,Pantograph,82
34,208,Urban,387,90,280,Standard City Bus,Depot,56
32,175,Rural,301,77,240,Mini Bus,Pantograph,26
47,229,Highway,459,106,364,Double Decker Bus,Pantograph,83
31,210,Urban,413,78,307,Standard City Bus,Pantograph,64
32,199,Urban,413,78,310,Articulated Bus,Pantograph,83
30,154,Rural,294,90,237,Mini Bus,Fast DC,26
35,137,Rural,432,81,329,Articulated Bus,Depot,90
50,241,Highway,381,97,269,Standard City Bus,Depot,59
53,286,Highway,409,100,331,Standard City Bus,Depot,59
40,285,Highway,394,87,293,Articulated Bus,Pantograph,93
31,186,Urban,420,80,330,Double Decker Bus,Fast DC,81
25,157,Rural,382,74,298,Standard City Bus,Pantograph,51
30,149,Rural,400,84,294,Standard City Bus,Pantograph,57
42,296,Highway,456,90,357,Articulated Bus,Depot,95
38,221,Urban,370,94,269,Standard City Bus,Fast DC,57
31,238,Urban,314,91,234,Mini Bus,Pantograph,27
44,258,Highway,429,100,309,Articulated Bus,Pantograph,84
44,281,Highway,466,103,326,Double Decker Bus,Depot,78
50,253,Highway,375,106,291,Standard City Bus,Fast DC,63
32,229,Urban,408,87,294,Articulated Bus,Fast DC,81
48,220,Highway,417,106,330,Standard City Bus,Depot,57
30,179,Rural,424,78,353,Double Decker Bus,Fast DC,73
52,266,Highway,372,102,313,Standard City Bus,Pantograph,50
35,184,Rural,395,84,317,Articulated Bus,Pantograph,93
35,219,Urban,320,85,235,Mini Bus,Pantograph,34
31,169,Rural,462,87,378,Double Decker Bus,Pantograph,70
